film_id,title,rental_rate,rating,replacement_cost,count,valor_final_alquilado
663,Patient Sister,0.99,NC-17,29.99,3,2.97
664,Patriot Roman,2.99,PG,12.99,2,5.98
665,Patton Interview,2.99,PG,22.99,4,11.96
666,Paycheck Wait,4.99,PG-13,27.99,3,14.97
667,Peach Innocent,2.99,PG-13,20.99,2,5.98
668,Peak Forever,4.99,PG,25.99,2,9.98
670,Pelican Comforts,4.99,PG,17.99,4,19.96
672,Perfect Groove,2.99,PG-13,17.99,2,5.98
673,Personal Ladybugs,0.99,PG-13,19.99,2,1.98
674,Pet Haunting,0.99,PG,11.99,3,2.97
675,Phantom Glory,2.99,NC-17,17.99,2,5.98
676,Philadelphia Wife,4.99,PG-13,16.99,2,9.98
677,Pianist Outfield,0.99,NC-17,25.99,3,2.97
678,Pickup Driving,2.99,G,23.99,4,11.96
679,Pilot Hoosiers,2.99,PG,17.99,2,5.98
680,Pinocchio Simon,4.99,PG,21.99,2,9.98
681,Pirates Roxanne,0.99,PG,20.99,3,2.97
682,Pittsburgh Hunchback,4.99,PG-13,17.99,3,14.97
683,Pity Bound,4.99,NC-17,19.99,4,19.96
686,Pluto Oleander,4.99,R,9.99,4,19.96
687,Pocus Pulp,0.99,NC-17,15.99,3,2.97
689,Pollock Deliverance,2.99,PG,14.99,4,11.96
690,Pond Seattle,2.99,PG-13,25.99,4,11.96
691,Poseidon Forever,4.99,PG-13,29.99,3,14.97
693,Potter Connecticut,2.99,PG,16.99,2,5.98
694,Prejudice Oleander,4.99,PG-13,15.99,4,19.96
695,President Bang,4.99,PG,12.99,2,9.98
696,Pride Alamo,0.99,NC-17,20.99,2,1.98
697,Primary Glass,0.99,G,16.99,4,3.96
698,Princess Giant,2.99,NC-17,29.99,4,11.96
699,Private Drop,4.99,PG,26.99,2,9.98
702,Pulp Beverly,2.99,G,12.99,4,11.96
704,Pure Runner,2.99,NC-17,25.99,2,5.98
705,Purple Movie,2.99,R,9.99,4,11.96
706,Queen Luke,4.99,PG,22.99,2,9.98
707,Quest Mussolini,2.99,R,29.99,2,5.98
708,Quills Bull,4.99,R,19.99,2,9.98
709,Racer Egg,2.99,NC-17,19.99,2,5.98
710,Rage Games,4.99,R,18.99,4,19.96
715,Range Moonwalker,4.99,PG,25.99,4,19.96
716,Reap Unfaithful,2.99,PG-13,26.99,2,5.98
717,Rear Trading,0.99,NC-17,23.99,2,1.98
719,Records Zorro,4.99,PG,11.99,2,9.98
720,Redemption Comforts,2.99,NC-17,20.99,3,8.97
721,Reds Pocus,4.99,PG-13,23.99,2,9.98
722,Reef Salute,0.99,NC-17,26.99,2,1.98
723,Reign Gentlemen,2.99,PG-13,29.99,4,11.96
724,Remember Diary,2.99,R,15.99,2,5.98
725,Requiem Tycoon,4.99,R,25.99,3,14.97
727,Resurrection Silverado,0.99,PG,12.99,2,1.98
728,Reunion Witches,0.99,R,26.99,3,2.97
730,Ridgemont Submarine,0.99,PG-13,28.99,4,3.96
732,Rings Heartbreakers,0.99,G,17.99,4,3.96
733,River Outlaw,0.99,PG-13,29.99,4,3.96
734,Road Roxanne,4.99,R,12.99,2,9.98
735,Robbers Joon,2.99,PG-13,26.99,3,8.97
736,Robbery Bright,0.99,R,21.99,4,3.96
737,Rock Instinct,0.99,G,28.99,2,1.98
738,Rocketeer Mother,0.99,PG-13,27.99,4,3.96
739,Rocky War,4.99,PG-13,17.99,2,9.98
741,Roman Punk,0.99,NC-17,28.99,4,3.96
743,Room Roman,0.99,PG,27.99,2,1.98
744,Roots Remember,0.99,PG-13,23.99,2,1.98
745,Roses Treasure,4.99,PG-13,23.99,4,19.96
746,Rouge Squad,0.99,NC-17,10.99,2,1.98
747,Roxanne Rebel,0.99,R,9.99,2,1.98
748,Rugrats Shakespeare,0.99,PG-13,16.99,4,3.96
749,Rules Human,4.99,R,19.99,2,9.98
750,Run Pacific,0.99,R,25.99,3,2.97
753,Rush Goodfellas,0.99,PG,20.99,4,3.96
755,Sabrina Midnight,4.99,PG,11.99,4,19.96
757,Sagebrush Clueless,2.99,G,28.99,3,8.97
759,Salute Apollo,2.99,R,29.99,2,5.98
760,Samurai Lion,2.99,G,21.99,3,8.97
763,Satisfaction Confidential,4.99,G,26.99,3,14.97
764,Saturday Lambs,4.99,G,28.99,4,19.96
765,Saturn Name,4.99,R,18.99,4,19.96
766,Savannah Town,0.99,PG-13,25.99,3,2.97
767,Scalawag Duck,4.99,NC-17,13.99,4,19.96
768,Scarface Bang,4.99,PG-13,11.99,3,14.97
771,Scorpion Apollo,4.99,NC-17,23.99,3,14.97
772,Sea Virgin,2.99,PG,24.99,4,11.96
773,Seabiscuit Punk,2.99,NC-17,28.99,4,11.96
774,Searchers Wait,2.99,NC-17,22.99,4,11.96
775,Seattle Expecations,4.99,PG-13,18.99,3,14.97
776,Secret Groundhog,4.99,PG,11.99,2,9.98
777,Secretary Rouge,4.99,PG,10.99,3,14.97
778,Secrets Paradise,4.99,G,24.99,4,19.96
782,Shakespeare Saddle,2.99,PG-13,26.99,3,8.97
783,Shane Darkness,2.99,PG,22.99,4,11.96
784,Shanghai Tycoon,2.99,PG,20.99,3,8.97
785,Shawshank Bubble,4.99,PG,20.99,4,19.96
786,Shepherd Midsummer,0.99,R,14.99,3,2.97
787,Shining Roses,0.99,G,12.99,3,2.97
788,Ship Wonderland,2.99,R,15.99,2,5.98
789,Shock Cabin,2.99,PG-13,15.99,4,11.96
790,Shootist Superfly,0.99,PG-13,22.99,4,3.96
791,Show Lord,4.99,PG-13,24.99,2,9.98
793,Shrunk Divine,2.99,R,14.99,4,11.96
794,Side Ark,0.99,G,28.99,2,1.98
795,Siege Madre,0.99,R,23.99,4,3.96
796,Sierra Divide,0.99,NC-17,12.99,2,1.98
797,Silence Kane,0.99,R,23.99,2,1.98
798,Silverado Goldfinger,4.99,PG,11.99,2,9.98
799,Simon North,0.99,NC-17,26.99,2,1.98
800,Sinners Atlantis,2.99,PG-13,19.99,2,5.98
803,Slacker Liaisons,4.99,R,29.99,4,19.96
804,Sleeping Suspects,4.99,PG-13,13.99,4,19.96
805,Sleepless Monsoon,4.99,G,12.99,2,9.98
806,Sleepy Japanese,2.99,PG,25.99,3,8.97
807,Sleuth Orient,0.99,NC-17,25.99,3,2.97
810,Slums Duck,0.99,PG,21.99,4,3.96
811,Smile Earring,2.99,G,29.99,3,8.97
812,Smoking Barbarella,0.99,PG-13,13.99,3,2.97
814,Snatch Slipper,4.99,PG,15.99,3,14.97
815,Snatchers Montezuma,2.99,PG-13,14.99,3,8.97
816,Snowman Rollercoaster,0.99,G,27.99,4,3.96
817,Soldiers Evolution,4.99,R,27.99,2,9.98
818,Something Duck,4.99,NC-17,17.99,3,14.97
819,Song Hedwig,0.99,PG-13,29.99,3,2.97
820,Sons Interview,2.99,NC-17,11.99,4,11.96
823,South Wait,2.99,R,21.99,3,8.97
825,Speakeasy Date,2.99,PG-13,22.99,3,8.97
827,Spice Sorority,4.99,NC-17,22.99,2,9.98
829,Spinal Rocky,2.99,PG-13,12.99,2,5.98
831,Spirited Casualties,0.99,PG-13,20.99,3,2.97
832,Splash Gump,0.99,PG,16.99,4,3.96
833,Splendor Patton,0.99,R,20.99,3,2.97
835,Spy Mile,2.99,PG-13,13.99,4,11.96
836,Squad Fish,2.99,PG,14.99,3,8.97
838,Stagecoach Armageddon,4.99,R,25.99,2,9.98
840,Stampede Disturbing,0.99,R,26.99,4,3.96
841,Star Operation,2.99,PG,9.99,3,8.97
842,State Wasteland,2.99,NC-17,13.99,2,5.98
843,Steel Santa,4.99,NC-17,15.99,4,19.96
844,Steers Armageddon,4.99,PG,16.99,2,9.98
845,Stepmom Dream,4.99,NC-17,9.99,4,19.96
846,Sting Personal,4.99,NC-17,9.99,4,19.96
848,Stone Fire,0.99,G,19.99,3,2.97
849,Storm Happiness,0.99,NC-17,28.99,4,3.96
850,Story Side,0.99,R,27.99,3,2.97
851,Straight Hours,0.99,R,19.99,3,2.97
852,Strangelove Desire,0.99,NC-17,27.99,4,3.96
853,Stranger Strangers,4.99,G,12.99,3,14.97
855,Streak Ridgemont,0.99,PG-13,28.99,2,1.98
856,Streetcar Intentions,4.99,R,11.99,4,19.96
857,Strictly Scarface,2.99,PG-13,24.99,3,8.97
859,Sugar Wonka,4.99,PG,20.99,3,14.97
861,Suit Walls,4.99,R,12.99,3,14.97
862,Summer Scarface,0.99,G,25.99,3,2.97
863,Sun Confessions,0.99,R,9.99,4,3.96
864,Sundance Invasion,0.99,NC-17,21.99,4,3.96
865,Sunrise League,4.99,PG-13,19.99,4,19.96
867,Super Wyoming,4.99,PG,10.99,4,19.96
868,Superfly Trip,0.99,PG,27.99,3,2.97
869,Suspects Quills,2.99,PG,22.99,4,11.96
870,Swarm Gold,0.99,PG-13,12.99,4,3.96
871,Sweden Shining,4.99,PG,19.99,2,9.98
873,Sweethearts Suspects,0.99,G,13.99,4,3.96
875,Talented Homicide,0.99,PG,9.99,3,2.97
876,Tarzan Videotape,2.99,PG-13,11.99,2,5.98
877,Taxi Kick,0.99,PG-13,23.99,3,2.97
879,Telegraph Voyage,4.99,PG,20.99,4,19.96
880,Telemark Heartbreakers,2.99,PG-13,9.99,4,11.96
882,Tenenbaums Command,0.99,PG-13,24.99,4,3.96
885,Texas Watch,0.99,NC-17,22.99,2,1.98
886,Theory Mermaid,0.99,PG-13,9.99,4,3.96
887,Thief Pelican,4.99,PG-13,28.99,4,19.96
888,Thin Sagebrush,4.99,PG-13,9.99,4,19.96
889,Ties Hunger,4.99,R,28.99,3,14.97
890,Tights Dawn,0.99,R,14.99,3,2.97
891,Timberland Sky,0.99,G,13.99,3,2.97
892,Titanic Boondock,4.99,R,18.99,3,14.97
893,Titans Jerk,4.99,PG,11.99,4,19.96
894,Tomatoes Hellfighters,0.99,PG,23.99,3,2.97
895,Tomorrow Hustler,2.99,R,21.99,4,11.96
896,Tootsie Pilot,0.99,PG,10.99,2,1.98
897,Torque Bound,4.99,G,27.99,4,19.96
898,Tourist Pelican,4.99,PG-13,18.99,3,14.97
899,Towers Hurricane,0.99,NC-17,14.99,3,2.97
900,Town Ark,2.99,R,17.99,2,5.98
901,Tracy Cider,0.99,G,29.99,4,3.96
902,Trading Pinocchio,4.99,PG,22.99,4,19.96
904,Train Bunch,4.99,R,26.99,2,9.98
905,Trainspotting Strangers,4.99,PG-13,10.99,3,14.97
906,Tramp Others,0.99,PG,27.99,2,1.98
907,Translation Summer,0.99,PG-13,10.99,4,3.96
908,Trap Guys,4.99,G,11.99,2,9.98
911,Trip Newton,4.99,PG-13,14.99,4,19.96
912,Trojan Tomorrow,2.99,PG,9.99,3,8.97
913,Troopers Metal,0.99,R,20.99,4,3.96
914,Trouble Date,2.99,PG,13.99,2,5.98
915,Truman Crazy,4.99,G,9.99,4,19.96
916,Turn Star,2.99,G,10.99,2,5.98
917,Tuxedo Mile,2.99,R,24.99,3,8.97
919,Tycoon Gathering,4.99,G,17.99,4,19.96
920,Unbreakable Karate,0.99,G,16.99,3,2.97
921,Uncut Suicides,2.99,PG-13,29.99,2,5.98
922,Undefeated Dalmations,4.99,PG-13,22.99,3,14.97
924,Unforgiven Zoolander,0.99,PG,15.99,2,1.98
925,United Pilot,0.99,R,27.99,3,2.97
927,Uprising Uptown,2.99,NC-17,16.99,4,11.96
928,Uptown Young,2.99,PG,16.99,3,8.97
929,Usual Untouchables,4.99,PG-13,21.99,4,19.96
930,Vacation Boondock,2.99,R,23.99,3,8.97
932,Valley Packer,0.99,G,21.99,2,1.98
933,Vampire Whale,4.99,NC-17,11.99,3,14.97
936,Vanishing Rocky,2.99,NC-17,21.99,2,5.98
937,Varsity Trip,2.99,NC-17,14.99,2,5.98
938,Velvet Terminator,4.99,R,14.99,4,19.96
940,Victory Academy,0.99,PG-13,19.99,3,2.97
941,Videotape Arsenic,4.99,NC-17,10.99,4,19.96
942,Vietnam Smoochy,0.99,PG-13,27.99,2,1.98
944,Virgin Daisy,4.99,PG-13,29.99,2,9.98
945,Virginian Pluto,0.99,R,22.99,4,3.96
947,Vision Torque,0.99,PG-13,16.99,2,1.98
948,Voice Peach,0.99,PG-13,22.99,2,1.98
949,Volcano Texas,0.99,NC-17,27.99,4,3.96
951,Voyage Legally,0.99,PG-13,28.99,3,2.97
952,Wagon Jaws,2.99,PG,17.99,3,8.97
953,Wait Cider,0.99,PG-13,9.99,4,3.96
956,Wanda Chamber,4.99,PG-13,23.99,4,19.96
957,War Notting,4.99,G,26.99,3,14.97
958,Wardrobe Phantom,2.99,G,19.99,3,8.97
959,Warlock Werewolf,2.99,G,10.99,2,5.98
961,Wash Heavenly,4.99,R,22.99,3,14.97
962,Wasteland Divine,2.99,PG,18.99,4,11.96
963,Watch Tracy,0.99,PG,12.99,2,1.98
964,Waterfront Deliverance,4.99,G,17.99,3,14.97
965,Watership Frontier,0.99,G,28.99,2,1.98
966,Wedding Apollo,0.99,PG,14.99,2,1.98
967,Weekend Personal,2.99,R,26.99,3,8.97
968,Werewolf Lola,4.99,G,19.99,3,14.97
969,West Lion,4.99,G,29.99,4,19.96
970,Westward Seabiscuit,0.99,NC-17,11.99,3,2.97
971,Whale Bikini,4.99,PG-13,11.99,4,19.96
972,Whisperer Giant,4.99,PG-13,24.99,3,14.97
973,Wife Turn,4.99,NC-17,27.99,4,19.96
974,Wild Apollo,0.99,R,24.99,2,1.98
975,Willow Tracy,2.99,R,22.99,2,5.98
976,Wind Phantom,0.99,R,12.99,2,1.98
978,Wisdom Worker,0.99,R,12.99,3,2.97
979,Witches Panic,4.99,NC-17,10.99,4,19.96
980,Wizard Coldblooded,4.99,PG,12.99,3,14.97
981,Wolves Desire,0.99,NC-17,13.99,3,2.97
982,Women Dorado,0.99,R,23.99,3,2.97
983,Won Dares,2.99,PG,18.99,3,8.97
984,Wonderful Drop,2.99,NC-17,20.99,2,5.98
985,Wonderland Christmas,4.99,PG,19.99,4,19.96
986,Wonka Sea,2.99,NC-17,24.99,4,11.96
987,Words Hunter,2.99,PG,13.99,2,5.98
988,Worker Tarzan,2.99,R,26.99,3,8.97
989,Working Microcosmos,4.99,R,22.99,4,19.96
991,Worst Banger,2.99,PG,26.99,2,5.98
993,Wrong Behavior,2.99,PG-13,10.99,4,11.96
994,Wyoming Storm,4.99,PG-13,29.99,3,14.97
995,Yentl Idaho,4.99,R,11.99,4,19.96
996,Young Language,0.99,G,9.99,2,1.98
997,Youth Kick,0.99,NC-17,14.99,2,1.98
999,Zoolander Fiction,2.99,R,28.99,2,5.98
1000,Zorro Ark,4.99,NC-17,18.99,4,19.96
